chr1	x1	x2	chr2	y1	y2	color	comment
chr10	49600000	49700000	chr10	51800000	51900000	0,0,255	significant differentially interacting region
chr10	49700000	49800000	chr10	51700000	51800000	0,0,255	significant differentially interacting region
chr10	49700000	49800000	chr10	51800000	51900000	0,0,255	significant differentially interacting region
chr10	49800000	49900000	chr10	51700000	51800000	0,0,255	significant differentially interacting region
chr10	49800000	49900000	chr10	51800000	51900000	0,0,255	significant differentially interacting region
chr10	49900000	50000000	chr10	51700000	51800000	0,0,255	significant differentially interacting region
chr10	50100000	50200000	chr10	51800000	51900000	0,0,255	significant differentially interacting region
chr10	50200000	50300000	chr10	51700000	51800000	0,0,255	significant differentially interacting region
chr10	50200000	50300000	chr10	51800000	51900000	0,0,255	significant differentially interacting region
chr10	50500000	50600000	chr10	51700000	51800000	0,0,255	significant differentially interacting region
chr10	50600000	50700000	chr10	51700000	51800000	0,0,255	significant differentially interacting region
chr10	50600000	50700000	chr10	51800000	51900000	0,0,255	significant differentially interacting region
chr10	50700000	50800000	chr10	51700000	51800000	0,0,255	significant differentially interacting region
chr10	50700000	50800000	chr10	51800000	51900000	0,0,255	significant differentially interacting region
chr10	50800000	50900000	chr10	51100000	51200000	0,0,255	significant differentially interacting region
chr10	50800000	50900000	chr10	51500000	51600000	0,0,255	significant differentially interacting region
chr10	50800000	50900000	chr10	51700000	51800000	0,0,255	significant differentially interacting region
chr10	50800000	50900000	chr10	51800000	51900000	0,0,255	significant differentially interacting region
chr10	50900000	51000000	chr10	51800000	51900000	0,0,255	significant differentially interacting region
chr10	51000000	51100000	chr10	51500000	51600000	0,0,255	significant differentially interacting region
chr10	51500000	51600000	chr10	52000000	52100000	0,0,255	significant differentially interacting region
chr10	51500000	51600000	chr10	52400000	52500000	0,0,255	significant differentially interacting region
chr10	52100000	52200000	chr10	54800000	54900000	0,0,255	significant differentially interacting region
chr10	52400000	52500000	chr10	53800000	53900000	0,0,255	significant differentially interacting region
chr10	52400000	52500000	chr10	54400000	54500000	0,0,255	significant differentially interacting region
chr10	54500000	54600000	chr10	59400000	59500000	0,0,255	significant differentially interacting region
chr10	54500000	54600000	chr10	59800000	59900000	0,0,255	significant differentially interacting region
chr10	54500000	54600000	chr10	60000000	60100000	0,0,255	significant differentially interacting region
chr10	54500000	54600000	chr10	60100000	60200000	0,0,255	significant differentially interacting region
chr10	54600000	54700000	chr10	59800000	59900000	0,0,255	significant differentially interacting region
chr10	54700000	54800000	chr10	59800000	59900000	0,0,255	significant differentially interacting region
chr10	54800000	54900000	chr10	59800000	59900000	0,0,255	significant differentially interacting region
chr10	54900000	55000000	chr10	59800000	59900000	0,0,255	significant differentially interacting region
chr10	55100000	55200000	chr10	59800000	59900000	0,0,255	significant differentially interacting region
chr10	55300000	55400000	chr10	59800000	59900000	0,0,255	significant differentially interacting region
chr10	55400000	55500000	chr10	59800000	59900000	0,0,255	significant differentially interacting region
chr10	55600000	55700000	chr10	59800000	59900000	0,0,255	significant differentially interacting region
chr10	56200000	56300000	chr10	60400000	60500000	0,0,255	significant differentially interacting region
chr10	56700000	56800000	chr10	59800000	59900000	0,0,255	significant differentially interacting region
chr10	56800000	56900000	chr10	59800000	59900000	0,0,255	significant differentially interacting region
chr10	57100000	57200000	chr10	59800000	59900000	0,0,255	significant differentially interacting region
chr10	57700000	57800000	chr10	59800000	59900000	0,0,255	significant differentially interacting region
chr10	58200000	58300000	chr10	60000000	60100000	0,0,255	significant differentially interacting region
chr10	64300000	64400000	chr10	64800000	64900000	0,0,255	significant differentially interacting region
chr10	64300000	64400000	chr10	64900000	65000000	0,0,255	significant differentially interacting region
chr10	64300000	64400000	chr10	65300000	65400000	0,0,255	significant differentially interacting region
chr10	64300000	64400000	chr10	65400000	65500000	0,0,255	significant differentially interacting region
chr10	64300000	64400000	chr10	65500000	65600000	0,0,255	significant differentially interacting region
chr10	64800000	64900000	chr10	65500000	65600000	0,0,255	significant differentially interacting region
chr10	64900000	65000000	chr10	65300000	65400000	0,0,255	significant differentially interacting region
chr10	64900000	65000000	chr10	65400000	65500000	0,0,255	significant differentially interacting region
chr10	64900000	65000000	chr10	65500000	65600000	0,0,255	significant differentially interacting region
chr10	65100000	65200000	chr10	71500000	71600000	0,0,255	significant differentially interacting region
chr10	65300000	65400000	chr10	70000000	70100000	0,0,255	significant differentially interacting region
chr10	65300000	65400000	chr10	70900000	71000000	0,0,255	significant differentially interacting region
chr10	65400000	65500000	chr10	70100000	70200000	0,0,255	significant differentially interacting region
chr10	65500000	65600000	chr10	69100000	69200000	0,0,255	significant differentially interacting region
chr10	65500000	65600000	chr10	69900000	70000000	0,0,255	significant differentially interacting region
chr10	65500000	65600000	chr10	70000000	70100000	0,0,255	significant differentially interacting region
chr10	65500000	65600000	chr10	70100000	70200000	0,0,255	significant differentially interacting region
chr10	65600000	65700000	chr10	68300000	68400000	0,0,255	significant differentially interacting region
chr10	65600000	65700000	chr10	68400000	68500000	0,0,255	significant differentially interacting region
chr10	65600000	65700000	chr10	68500000	68600000	0,0,255	significant differentially interacting region
chr10	65600000	65700000	chr10	68600000	68700000	0,0,255	significant differentially interacting region
chr10	65600000	65700000	chr10	68700000	68800000	0,0,255	significant differentially interacting region
chr10	65600000	65700000	chr10	68900000	69000000	0,0,255	significant differentially interacting region
chr10	65600000	65700000	chr10	69000000	69100000	0,0,255	significant differentially interacting region
chr10	65600000	65700000	chr10	69100000	69200000	0,0,255	significant differentially interacting region
chr10	65600000	65700000	chr10	69300000	69400000	0,0,255	significant differentially interacting region
chr10	65600000	65700000	chr10	69400000	69500000	0,0,255	significant differentially interacting region
chr10	65600000	65700000	chr10	69500000	69600000	0,0,255	significant differentially interacting region
chr10	65600000	65700000	chr10	69800000	69900000	0,0,255	significant differentially interacting region
chr10	65600000	65700000	chr10	69900000	70000000	0,0,255	significant differentially interacting region
chr10	65600000	65700000	chr10	70000000	70100000	0,0,255	significant differentially interacting region
chr10	65700000	65800000	chr10	67700000	67800000	0,0,255	significant differentially interacting region
chr10	65700000	65800000	chr10	67800000	67900000	0,0,255	significant differentially interacting region
chr10	65700000	65800000	chr10	67900000	68000000	0,0,255	significant differentially interacting region
chr10	65700000	65800000	chr10	68000000	68100000	0,0,255	significant differentially interacting region
chr10	65700000	65800000	chr10	68100000	68200000	0,0,255	significant differentially interacting region
chr10	65700000	65800000	chr10	68200000	68300000	0,0,255	significant differentially interacting region
chr10	65700000	65800000	chr10	68300000	68400000	0,0,255	significant differentially interacting region
chr10	65700000	65800000	chr10	68500000	68600000	0,0,255	significant differentially interacting region
chr10	65700000	65800000	chr10	68600000	68700000	0,0,255	significant differentially interacting region
chr10	65700000	65800000	chr10	68700000	68800000	0,0,255	significant differentially interacting region
chr10	65700000	65800000	chr10	68800000	68900000	0,0,255	significant differentially interacting region
chr10	65700000	65800000	chr10	68900000	69000000	0,0,255	significant differentially interacting region
chr10	65700000	65800000	chr10	69000000	69100000	0,0,255	significant differentially interacting region
chr10	65700000	65800000	chr10	69100000	69200000	0,0,255	significant differentially interacting region
chr10	65700000	65800000	chr10	69200000	69300000	0,0,255	significant differentially interacting region
chr10	65700000	65800000	chr10	69300000	69400000	0,0,255	significant differentially interacting region
